Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Iran	061	Cooperate economically	Azerbaijan	8977f3f4955a9b43bd9ee6edb1d65d4c	[1:0:6]	242
Iran	061	Cooperate economically	Azerbaijan	8977f3f4955a9b43bd9ee6edb1d65d4c	[2:7:11]	243
Azerbaijan	061	Cooperate economically	Iran	8977f3f4955a9b43bd9ee6edb1d65d4c	[2:7:11]	244
Iraqi Ministry of Defense	062	Cooperate militarily	Shia militia	f40a1ab0d4d95e83fa4954794dcd7c50	[1:0:5]	245
U.S.	062	Cooperate militarily	Iraq	f40a1ab0d4d95e83fa4954794dcd7c50	[3:10:13]	246
Iran	062	Cooperate militarily	Iraq	54daddf7dc36b2b8557c4332941f8d37	[4:10:14]	247
Iran	062	Cooperate militarily	Iraq	54daddf7dc36b2b8557c4332941f8d37	[5:15:16]	248
Iran	062	Cooperate militarily	various regions in Iraq	54daddf7dc36b2b8557c4332941f8d37	[6:17:18]	249
Iran	063	Engage in judicial cooperation	China	44b14afcd107cfe0ca80dc9f9c759ce7	[4:13:17]	250
US-led coalition	064	Share intelligence or information	Iraqi forces	804eb235d64202b734a51f40f85e2896	[1:0:1]	251
Iranian advisers including Gen. Qassem Soleimani	064	Share intelligence or information	Iraqi forces fighting to retake Tikrit	804eb235d64202b734a51f40f85e2896	[1:0:1]	252
Israeli soldiers	060	Engage in material cooperation	Palestinian Dheisheh refugee camp	3d972c4eb1fc1b04169a2dd725e7065a	[1:0:10]	253
Baku	061	Cooperate economically	Tehran	3cee336bbb85381b71ac3d8d53dd17a2	[0:0:0]	254
Azerbaijan	061	Cooperate economically	Iran	3cee336bbb85381b71ac3d8d53dd17a2	[3:8:10]	255
Saudi Arabia	060	Engage in material cooperation	ISIS	aeadd2267ad8286613e21e09ef311365	[11:45:48]	256
Saudi Arabia	061	Cooperate economically	Clinton Foundation	aeadd2267ad8286613e21e09ef311365	[13:52:58]	257
Qatar	061	Cooperate economically	Clinton Foundation	aeadd2267ad8286613e21e09ef311365	[13:52:58]	258
UAE	061	Cooperate economically	Egypt	abe546ab663dd7b9a2d5a5f9622f0c89	[0:0:0]	259
Russia	061	Cooperate economically	Egypt	e2901c02b051d94dc8d858ef92895702	[2:4:7]	260
Hillary Clinton	064	Share intelligence or information	Muslim communities	43068ab0eb9338ffdd04eb2db5865111	[1:0:2]	261
Hillary Clinton	0332	Express intent to provide military aid	Muslim community leaders	43068ab0eb9338ffdd04eb2db5865111	[5:11:13]	262
Iran	1055	Demand to allow non-mediatory international involvement	Baghdad and Basra	0fb8e1638877290577dac83ac9ba0e09	[5:16:19]	263
Iran	061	Cooperate economically	Oman	0fb8e1638877290577dac83ac9ba0e09	[5:16:19]	264
Iran	061	Cooperate economically	UAE	0fb8e1638877290577dac83ac9ba0e09	[5:16:19]	265
Iran	061	Cooperate economically	Kuwait	0fb8e1638877290577dac83ac9ba0e09	[5:16:19]	266
Israel	060	Engage in material cooperation	United States	8431ee2b25e5d402fc0bd1ad3907fbdf	[1:0:2]	267
Iranian insurance companies	061	Cooperate economically	Azerbaijani market	f4f2c8fd1e2c3627bdcb3a5ef8095f46	[0:0:0]	268
Iranian insurance companies	061	Cooperate economically	Azerbaijani market	f4f2c8fd1e2c3627bdcb3a5ef8095f46	[1:0:4]	269
Iranian insurance companies	1123	Accuse of aggression	Azerbaijani insurance companies	f4f2c8fd1e2c3627bdcb3a5ef8095f46	[2:5:7]	270
Iran	062	Cooperate militarily	Iraqi Shia terrorist groups	b8a5b73aed36a8bebde243b7b78ab047	[4:9:10]	271
Ukraine’s minister of economy and trade	061	Cooperate economically	Iran	f107a251bbcea2855be8525e785f6819	[1:0:2]	272
Ukrainian agriculture minister	061	Cooperate economically	Iran	f107a251bbcea2855be8525e785f6819	[2:3:6]	273
Georgia	061	Cooperate economically	Azerbaijan's SOCAR	52af5b3b48e1e4dbc830fb3d6a569109	[2:6:6]	274
Iran	060	Engage in material cooperation	Saudi Arabia	214897fe5cf2f14571035868af715651	[0:0:0]	275
Oil producers in Iran	060	Engage in material cooperation	Oil producers in Saudi Arabia	214897fe5cf2f14571035868af715651	[1:0:4]	276
Iran	060	Engage in material cooperation	OPEC	214897fe5cf2f14571035868af715651	[1:0:4]	277
Saudi Arabia	060	Engage in material cooperation	OPEC	214897fe5cf2f14571035868af715651	[1:0:4]	278
US-led coalition	062	Cooperate militarily	Iraq	649ba2fbe8292c2f3995a54db8b052dd	[1:0:2]	279
Iraqi government forces	062	Cooperate militarily	Iranian-backed Shiite paramilitaries	649ba2fbe8292c2f3995a54db8b052dd	[1:0:2]	280
Iraqi government	061	Cooperate economically	Western and Iranian allies	649ba2fbe8292c2f3995a54db8b052dd	[4:10:13]	281
Iran	061	Cooperate economically	Kyrgyzstan	03ad1a6e58a80f85cc5d1a43168c8615	[1:0:3]	282
Egypt	060	Engage in material cooperation	Sinai Province	c2e86025a29e7a00b40b484850839a62	[2:4:6]	283
Egypt	060	Engage in material cooperation	Muslim Brotherhood	c2e86025a29e7a00b40b484850839a62	[2:4:6]	284
Israel	062	Cooperate militarily	Israel Defense Forces’ chief of staff, Lt.-Gen. Gadi Eisenkot	44a1eca1447103d7c08b7b14fc2b76d6	[1:0:2]	285
Turkey	061	Cooperate economically	Gaza (humanitarian projects)	db3287fe6c185e2e8463066f352064fe	[1:0:2]	286
Turkey	061	Cooperate economically	Gaza (projects)	db3287fe6c185e2e8463066f352064fe	[2:3:4]	287
Russian Defense Minister Sergei Shoigu	062	Cooperate militarily	Iranian counterpart Hossein Dehghan	c7868fbb9b56b8fbd01c4e32d4535d36	[2:6:10]	288
Iran	062	Cooperate militarily	Russia	b9b9eeefeae9eef64506b17af8a57c13	[0:0:0]	289
Iran	062	Cooperate militarily	Russia	b9b9eeefeae9eef64506b17af8a57c13	[3:10:12]	290
Iran	1042	Demand policy change	Russia	a17c1b3fc5e1affde516a3da9d7aecbb	[0:0:0]	291
Israeli army	062	Cooperate militarily	Hamas	a08dcf65bf5e94798c8d30d76895f144	[1:0:0]	292
Hamas	062	Cooperate militarily	Israeli army	a08dcf65bf5e94798c8d30d76895f144	[1:0:0]	293
Israel	064	Share intelligence or information	International community	7dbd51e30245721308efc01174d85fb2	[5:16:20]	294
United States	062	Cooperate militarily	Saudi Arabia	7dbd51e30245721308efc01174d85fb2	[6:21:24]	295
United States	062	Cooperate militarily	Jordan	7dbd51e30245721308efc01174d85fb2	[6:21:24]	296
United States	062	Cooperate militarily	Egypt	7dbd51e30245721308efc01174d85fb2	[6:21:24]	297
United States	062	Cooperate militarily	Gulf states	7dbd51e30245721308efc01174d85fb2	[6:21:24]	298
Russia	060	Engage in material cooperation	Iran	7922e3578780c8623b05786b3670b8be	[0:0:0]	299
United Nations Secretary-General Ban Ki-moon	061	Cooperate economically	Lebanon, Jordan	95f6baf8a51f7513ba719a50bfbfbc28	[8:19:20]	300
Iran	061	Cooperate economically	Greece	0f395f9a6d6fae4e5086e898d1c956b4	[0:0:0]	301
Iran	061	Cooperate economically	French companies	0f395f9a6d6fae4e5086e898d1c956b4	[1:0:0]	302
Iran	0353	Express intent to release persons or property	Italian companies	0f395f9a6d6fae4e5086e898d1c956b4	[1:0:0]	303
Hellenic Petroleum S.A.	061	Cooperate economically	Iran	0f395f9a6d6fae4e5086e898d1c956b4	[1:0:0]	304
Israel	061	Cooperate economically	Gaza under a U.N.-brokered deal	ff68d773893f64644c090323a5899508	[3:7:9]	305
Quds Force	062	Cooperate militarily	Iraqi Shiite militias	d2bd3cfd7dfbb278affd19a0026deb6f	[3:10:13]	306
Quds Force	062	Cooperate militarily	Hezbollah	d2bd3cfd7dfbb278affd19a0026deb6f	[3:10:13]	307
Quds Force	062	Cooperate militarily	Syrian President Bashar al-Assad	d2bd3cfd7dfbb278affd19a0026deb6f	[3:10:13]	308
China	061	Cooperate economically	Iran	528c879cecb13467164b3d9ddcbed0f4	[1:0:4]	309
China	061	Cooperate economically	Iran	528c879cecb13467164b3d9ddcbed0f4	[2:5:8]	310
OPEC	060	Engage in material cooperation	non-OPEC Russia	eacfbefb5d3096ee6b79fd9da5679cc2	[1:0:0]	311
Azerbaijan	060	Engage in material cooperation	Iran	22156648b0684d79f93fe71a4b5e5a7a	[0:0:0]	312
Azerbaijan	061	Cooperate economically	Iran	22156648b0684d79f93fe71a4b5e5a7a	[1:0:4]	313
Azerbaijan	061	Cooperate economically	Iran	22156648b0684d79f93fe71a4b5e5a7a	[3:9:11]	314
Iran	061	Cooperate economically	Azerbaijan	22156648b0684d79f93fe71a4b5e5a7a	[3:9:11]	315
Ploughshares Fund	061	Cooperate economically	National Public Radio	0fd12160536b6243564a3ccd3369f999	[1:0:1]	316
Ploughshares Fund	1831	Carry out suicide bombing	NPR	0fd12160536b6243564a3ccd3369f999	[4:9:12]	317
Princeton University	1125	Accuse of espionage, treason	former Iranian ambassador Seyed Hossein Mousavian	0fd12160536b6243564a3ccd3369f999	[7:20:23]	318
Ploughshares Fund	061	Cooperate economically	The Guardian	0fd12160536b6243564a3ccd3369f999	[8:24:27]	319
Ploughshares Fund	061	Cooperate economically	Salon	0fd12160536b6243564a3ccd3369f999	[8:24:27]	320
Ploughshares Fund	061	Cooperate economically	Huffington Post	0fd12160536b6243564a3ccd3369f999	[8:24:27]	321
Ploughshares Fund	061	Cooperate economically	Pro Publica	0fd12160536b6243564a3ccd3369f999	[8:24:27]	322
Iraqi security forces and mainly Shi'ite militia	062	Cooperate militarily	Tikrit against IS	927b00404e68a97f98633fc3ca2a7953	[1:0:3]	323
More than 20,000 troops and Iranian-backed Shi'ite militia	062	Cooperate militarily	Tikrit against IS	927b00404e68a97f98633fc3ca2a7953	[2:4:6]	324
China	061	Cooperate economically	Iran	ae7c784b3682b81cb292e2eeee43de24	[1:0:14]	325
Russia	060	Engage in material cooperation	Israel	c348faa25eebe1dc75c6a637b1b684dc	[1:0:3]	326
Russian defense ministry	1211	Reject economic cooperation	Syria	c348faa25eebe1dc75c6a637b1b684dc	[4:13:16]	327
Israel and Turkey	061	Cooperate economically	United States	f177ec3e30f438edd4aec72f108a3624	[1:0:3]	328
Israel	1211	Reject economic cooperation	Egypt	f177ec3e30f438edd4aec72f108a3624	[2:4:4]	329
Israel	061	Cooperate economically	Jordan	f177ec3e30f438edd4aec72f108a3624	[2:4:4]	330
P 5 + 1 countries	060	Engage in material cooperation	Iran	764ddc57058c69435ac06b519c080165	[2:6:8]	331
Turkey	061	Cooperate economically	Israel	dc706c5705650810fe8b244b43ed8eaf	[1:0:3]	332
Israel	060	Engage in material cooperation	United Nations' Human Rights Council (UNHRC)	4d1eea4385bfa5b6d56fe7de7b443dad	[5:12:14]	333
Hamas	062	Cooperate militarily	Israel's military	201a18b17695cb479dc33a27b90cac13	[1:0:4]	334
Israel	062	Cooperate militarily	Hamas	201a18b17695cb479dc33a27b90cac13	[1:0:4]	335
Beijing	061	Cooperate economically	Cairo	e15ccc347d46b212de8ec610b3f0ded3	[1:0:3]	336
United States	062	Cooperate militarily	air strikes against Islamic State	b7f672fe5879473aee5281901bce7b8c	[1:0:1]	337
Greece	061	Cooperate economically	Iran	50de0e467839c2a7ccf9da4df86b392f	[1:0:1]	338
Iran	061	Cooperate economically	Oman	50de0e467839c2a7ccf9da4df86b392f	[3:6:9]	339
Obama administration	061	Cooperate economically	Iran	e23a73c56fde2e629671dc0e689a3b16	[2:3:6]	340
United States	061	Cooperate economically	Iran	e23a73c56fde2e629671dc0e689a3b16	[3:7:8]	341
White House	060	Engage in material cooperation	Iran	843e3d967dd0a8a1882d8ff8a107c14f	[3:8:11]	342
Russia	062	Cooperate militarily	Syria	78cab62748ba638063e0d08ecd226eb3	[1:0:1]	343
Israel	062	Cooperate militarily	United States	78cab62748ba638063e0d08ecd226eb3	[2:2:4]	344
Russia	062	Cooperate militarily	Syria	78cab62748ba638063e0d08ecd226eb3	[2:2:4]	345
Russia	062	Cooperate militarily	World powers	78cab62748ba638063e0d08ecd226eb3	[2:2:4]	346
Israeli Air Force	062	Cooperate militarily	Israel Defense Forces Golani Brigade troops	0bee837afeb990aba0415dcefa7c3432	[1:0:2]	347
Iran	061	Cooperate economically	Serbia	7cb4a037f71fc872a6719e356e2d69a5	[1:0:3]	348
Lebanese Parliament	060	Engage in material cooperation	Palestine conflict	bf1435c03f6f163b6ffa5aa84dfdb7f0	[3:6:7]	349
Iran	0311	Express intent to cooperate economically	Kazakhstan	301a243e56460bb639764eecff49c295	[1:0:4]	350
Iran	061	Cooperate economically	Oman	aac68711387066dcc2395f12f67831c4	[1:0:0]	351
Tehran	061	Cooperate economically	Muscat	aac68711387066dcc2395f12f67831c4	[1:0:0]	352
Palestinian Authority	060	Engage in material cooperation	Obama administration	618aa0a71177f93a0a4be3fd558bb312	[2:3:13]	353
Iran	061	Cooperate economically	Total	e5a9d42c6f2dea1d6e474423f4a9f121	[0:0:0]	354
Iran	061	Cooperate economically	Shell	e5a9d42c6f2dea1d6e474423f4a9f121	[0:0:0]	355
Iran	061	Cooperate economically	BP	e5a9d42c6f2dea1d6e474423f4a9f121	[0:0:0]	356
National Iranian South Oil Company	061	Cooperate economically	Kananj oil field	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	357
National Iranian South Oil Company	061	Cooperate economically	Parsi oil field	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	358
National Iranian South Oil Company	061	Cooperate economically	Rag Sefid oil field	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	359
National Iranian South Oil Company	061	Cooperate economically	Shayegan oil field	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	360
Total	061	Cooperate economically	Iran	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	361
Shell	061	Cooperate economically	Iran	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	362
BP	061	Cooperate economically	Iran	e5a9d42c6f2dea1d6e474423f4a9f121	[2:5:8]	363
Total	061	Cooperate economically	South Pars gas field	e5a9d42c6f2dea1d6e474423f4a9f121	[3:9:9]	364
Chinese CNPC	061	Cooperate economically	South Pars gas field	e5a9d42c6f2dea1d6e474423f4a9f121	[3:9:9]	365
Iran’s Petropars	061	Cooperate economically	South Pars gas field	e5a9d42c6f2dea1d6e474423f4a9f121	[3:9:9]	366
Greece	061	Cooperate economically	Iran	1bf81dc8bc8618dec29e6c8f9895bb64	[0:0:0]	367
Greece's biggest oil refiner Hellenic Petroleum	061	Cooperate economically	National Iranian Oil Company (NIOC)	1bf81dc8bc8618dec29e6c8f9895bb64	[1:0:3]	368
WikiLeaks	064	Share intelligence or information	Russian operatives	2c1a0d7186aa75566d5039538a45d2f1	[7:18:19]	369
United States	062	Cooperate militarily	Iraq	a20137983afcb9cef7f0bcfbd16f90d9	[1:0:2]	370
Egyptian interior ministry	063	Engage in judicial cooperation	Italian officials	01ece3dcdc1e42dfa31cc0bb014263d5	[2:4:7]	371
Shiite militants	062	Cooperate militarily	Iran	458fb24a60214c8c65dfdfedd4fa1b9c	[3:2:2]	372
Iran	061	Cooperate economically	Saudi Arabia and Russia	025adebf7e886eb22272b262bba1a081	[3:7:10]	373
Saudi Arabia	060	Engage in material cooperation	OPEC	8c7d8474bc80eb2e0a872e94da34443e	[1:0:1]	374
Iran	061	Cooperate economically	OPEC	8c7d8474bc80eb2e0a872e94da34443e	[1:0:1]	375
Saudi Arabia	061	Cooperate economically	Iran	8c7d8474bc80eb2e0a872e94da34443e	[2:2:3]	376
Egypt	062	Cooperate militarily	Gaza	a719cfa0ae15cdc556ea655653410f67	[3:8:8]	377
Israel	061	Cooperate economically	Eastern Mediterranean	86fc8d462acf7deeab74e1011b3b7cd3	[1:0:3]	378
Last Israeli government	061	Cooperate economically	Egypt and other Arab states	eb89cf6931614bdb8d496f7bdc998b16	[2:3:5]	379
Egypt	061	Cooperate economically	Israel	eb89cf6931614bdb8d496f7bdc998b16	[3:6:7]	380
IDF	062	Cooperate militarily	Hamas	4dce178f302980c282da6661da32f72c	[4:11:13]	381
Egypt	061	Cooperate economically	Saudi-led coalition	e046b974040b3447382e153dfd3b5257	[1:0:2]	382
Syria	060	Engage in material cooperation	Israel	e3e1667e934935529483c68dcf17bc3c	[2:3:6]	383
Hamas	062	Cooperate militarily	Israel	12d17d5586938650b2569606e5fd0c61	[0:0:0]	384
Hamas	062	Cooperate militarily	Israel	12d17d5586938650b2569606e5fd0c61	[1:0:1]	385
Hamas	062	Cooperate militarily	Israel	12d17d5586938650b2569606e5fd0c61	[1:0:1]	386
Hamas	0311	Express intent to cooperate economically	Israel	12d17d5586938650b2569606e5fd0c61	[2:2:3]	387
Hamas	062	Cooperate militarily	Israel	12d17d5586938650b2569606e5fd0c61	[2:2:3]	388
IDF	062	Cooperate militarily	Uncover and destroy Hamas terror tunnels	3ffd55f0b91711500e1aa1f7dca1183d	[1:0:1]	389
Iran	060	Engage in material cooperation	IAEA	8e49f50275441454f5e31b9ca26b80e8	[0:0:0]	390
Iran	064	Share intelligence or information	IAEA	8e49f50275441454f5e31b9ca26b80e8	[2:2:4]	391
Hamas’s Al-Qassam Brigades	062	Cooperate militarily	Lebanon	859fc96157484e73268e105e6222ce53	[1:0:2]	392
Hamas	062	Cooperate militarily	Hizbullah	859fc96157484e73268e105e6222ce53	[3:6:7]	393
Israeli forces	062	Cooperate militarily	Gaza	42d297870761cacfd3fc5531b240f747	[3:9:11]	394
Israel	062	Cooperate militarily	West Bank	42d297870761cacfd3fc5531b240f747	[7:20:22]	395
Palestinian security personnel	062	Cooperate militarily	Israeli counterparts	42d297870761cacfd3fc5531b240f747	[8:23:25]	396
IDF	062	Cooperate militarily	Engineering vehicles and tanks	767e7f3c3db4226598ca9fafeb712c4b	[2:4:8]	397
Hamas and other Palestinian factions	062	Cooperate militarily	Not specified	767e7f3c3db4226598ca9fafeb712c4b	[4:12:13]	398
World powers	060	Engage in material cooperation	Iran	0cb592cf06b538d64ca5e72c37e1a7bb	[6:21:24]	399
China	061	Cooperate economically	Iran	58e6c5907d708d039e2b7f4b67a9dd9c	[1:0:2]	400
China	062	Cooperate militarily	Iran	58e6c5907d708d039e2b7f4b67a9dd9c	[2:3:4]	401
China	1054	Demand easing of economic sanctions, boycott, or embargo	Iran	58e6c5907d708d039e2b7f4b67a9dd9c	[4:6:6]	402
China	062	Cooperate militarily	Iran	58e6c5907d708d039e2b7f4b67a9dd9c	[5:7:8]	403
China	062	Cooperate militarily	Iran	58e6c5907d708d039e2b7f4b67a9dd9c	[6:9:10]	404
Iran	060	Engage in material cooperation	IAEA	c304da1acce9bf15da269e0326860d2f	[2:4:6]	405
President Obama	060	Engage in material cooperation	Iran	934972d8831db5196cccb6fc2db2098e	[2:5:9]	406
Italian Ministry of Economic Development	061	Cooperate economically	Egypt	a5dbd1fe98bafbcb6f1138e6b7aae944	[2:2:3]	407
Italy	061	Cooperate economically	Egypt	a5dbd1fe98bafbcb6f1138e6b7aae944	[5:10:12]	408
Italy	061	Cooperate economically	Egypt	a5dbd1fe98bafbcb6f1138e6b7aae944	[6:13:14]	409
Iran	060	Engage in material cooperation	Turkey	f5abc6cc61388bc47cc5772f407f13ec	[1:0:4]	410
Turkey	061	Cooperate economically	Azerbaijan	f5abc6cc61388bc47cc5772f407f13ec	[3:9:11]	411
Turkey	1054	Demand easing of economic sanctions, boycott, or embargo	China	f5abc6cc61388bc47cc5772f407f13ec	[3:9:11]	412
International Atomic Energy Agency (IAEA)	064	Share intelligence or information	Over 100 world countries	89b7a8863a3f83000bb0adab47c8d88a	[1:0:4]	413
Iran	1121	Accuse of crime, corruption	Non-Proliferation Treaty regulations	89b7a8863a3f83000bb0adab47c8d88a	[7:26:30]	414
Qatar	061	Cooperate economically	Local residents displaced during Operation Protective Edge	1a77126ce1d9ae4f87542b9b34d7188c	[6:15:15]	415
International Atomic Energy Agency	064	Share intelligence or information	Iran	636a1305f8a50653f46adfd60f840db9	[1:0:2]	416
Iran	060	Engage in material cooperation	Sanctions lifting committee	6d9168f0171717fa3220fb1f837731ed	[2:2:4]	417
USA	061	Cooperate economically	Iran	efd719fad5ff4cdc65e3c9dda6f86695	[5:12:13]	418
Iran	1951	Employ precision-guided aerial munitions	International Atomic Energy Agency	b10c4c071f46510a8754dd06adea9e9f	[3:9:12]	419
Iran	061	Cooperate economically	Europe	32b79568da9e4d281554828be53a4f12	[0:0:0]	420
Iran	061	Cooperate economically	France’s Total	32b79568da9e4d281554828be53a4f12	[2:4:7]	421
Iran	061	Cooperate economically	Russia	32b79568da9e4d281554828be53a4f12	[2:4:7]	422
Iran	061	Cooperate economically	Spain	32b79568da9e4d281554828be53a4f12	[2:4:7]	423
Iran	061	Cooperate economically	Japan	32b79568da9e4d281554828be53a4f12	[2:4:7]	424
Turkey	060	Engage in material cooperation	Israel	5d1ce0e1ba36d8f5d4ed5737ebc68b88	[1:0:6]	425
Islamic State	060	Engage in material cooperation	Iraq	52ed1ef521fa75598a6a6c8ffdd5fc02	[1:0:3]	426
Iraqi soldiers and Shi'ite militiamen	062	Cooperate militarily	Tikrit	52ed1ef521fa75598a6a6c8ffdd5fc02	[1:0:3]	427
Palestinian Ministry of Social Affairs	061	Cooperate economically	Gaza-based NGOs	eceb18ffc97a5326722fd5899cf3e696	[1:0:3]	428
Turkey	1423	Conduct hunger strike for rights	Gaza	eceb18ffc97a5326722fd5899cf3e696	[2:4:7]	429
United States and Russia	1041	Demand leadership change	Syria	f55c39cd6fd9cfcb062ec5e45100119d	[1:0:1]	430
IDF	062	Cooperate militarily	Israel	28c0732094862bcaa58b8312f20d155a	[1:0:2]	431
Total	061	Cooperate economically	Egypt	1186b166b093309f197fb9523b2161d7	[0:0:0]	432
Total Egypt	1042	Demand policy change	Egypt	1186b166b093309f197fb9523b2161d7	[1:0:2]	433
Islamic State	060	Engage in material cooperation	Hamas	ed48101ca2dd6b1f9f5cdbc0cd206d28	[0:0:0]	434
Shi'ite militias	062	Cooperate militarily	Iraqi government forces	cddacd085bd8214dd23e06fbb8b5fcf6	[1:0:5]	435
Islamic State	062	Cooperate militarily	chlorine gas as a weapon	cddacd085bd8214dd23e06fbb8b5fcf6	[3:11:15]	436
Sen. Robert Menendez	061	Cooperate economically	Sen. Bob Corker	3e633620b823d6577f6b91a026d73f68	[2:3:5]	437
House Foreign Affairs Committee Chairman Ed Royce	061	Cooperate economically	ranking member Eliot Engel	3e633620b823d6577f6b91a026d73f68	[4:9:11]	438
Iran	061	Cooperate economically	Lebanese Hezbollah	4401cbc57a2cd97758aa144bbdd12553	[5:10:11]	439
Iran	061	Cooperate economically	Hamas	4401cbc57a2cd97758aa144bbdd12553	[5:10:11]	440
Iran	061	Cooperate economically	Lebanese Hezbollah	4401cbc57a2cd97758aa144bbdd12553	[6:12:12]	441
Iran	061	Cooperate economically	Hamas	4401cbc57a2cd97758aa144bbdd12553	[6:12:12]	442
