Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Turkey	061	Cooperate economically	Gaza	efaacdd8e41b05ac4966dc601da659e6	[8:23:24]	821
Economic Authorities	1044	Demand change in institutions, regime	The United States	05ac193844f4208302be496435f4a67d	[2:4:6]	822
Economic Authorities	061	Cooperate economically	Canada	05ac193844f4208302be496435f4a67d	[2:4:6]	823
Economic Authorities	061	Cooperate economically	Latin America	05ac193844f4208302be496435f4a67d	[2:4:6]	824
Israel	061	Cooperate economically	Turkey	70bb7bd4c7fd2111bf391ae82ee850e6	[4:14:17]	826
Islamic Jihad	062	Cooperate militarily	Specialized Unit	ad4085a49927e5a004924e55eecb3147	[5:16:19]	833
Iranian oil tankers	061	Cooperate economically	Singapore	fd5c81e80fe3a5ee0be0359e2a897d25	[0:0:0]	834
Hamas and Mohammed Dahlan	060	Engage in material cooperation	Palestine	e75f98ff318f31625f336754178ead15	[0:0:0]	844
Russia	062	Cooperate militarily	Syria	64cec20f3e46dc45d8f66edb02207190	[4:12:17]	845
Mohab Mamish	061	Cooperate economically	International coalition	8852e9acc34cb3c3241d0c262dc364c4	[2:4:4]	848
Tamer Institute for Community Education	061	Cooperate economically	Abdel Mohsin al-Qattan Foundation	6ad9530bdf7b5d3c87c5c063704787db	[2:3:5]	850
Ramallah’s French-German Cultural Center	061	Cooperate economically	Tamer Institute for Community Education	6ad9530bdf7b5d3c87c5c063704787db	[2:3:5]	851
Ramallah’s French-German Cultural Center	061	Cooperate economically	Abdel Mohsin al-Qattan Foundation	6ad9530bdf7b5d3c87c5c063704787db	[2:3:5]	852
Israel	061	Cooperate economically	Hebrew University	350ce9fa68fcb41c6733762cba2413a2	[2:2:4]	856
Russia	060	Engage in material cooperation	Israel	397d7713023960fc425b216228986893	[0:0:0]	858
Israel	060	Engage in material cooperation	Hamas and Mohammed Dahlan	1f0e4d4b9a482d420b9132fac02e5bf7	[8:25:28]	860
IDF	064	Share intelligence or information	Russian Military	ebda9e0959aa10d39aa893a2485cda7f	[2:2:3]	867
Russian government	062	Cooperate militarily	Syria	ebda9e0959aa10d39aa893a2485cda7f	[3:4:7]	868
Turkey	061	Cooperate economically	Gaza	4c43ea094dd37d9358b698dd0e3589ef	[1:0:2]	869
Turkey	0342	Express intent to change policy	Israel	4c43ea094dd37d9358b698dd0e3589ef	[1:0:2]	870
Israel	060	Engage in material cooperation	Hezbollah	fcf75a2e658acd80cb619bc51bbc38d6	[1:0:3]	871
Moscow	060	Engage in material cooperation	Damascus	fcf75a2e658acd80cb619bc51bbc38d6	[4:12:15]	872
Hamas and Mohammed Dahlan	060	Engage in material cooperation	Islamic Jihad	79b506b6d55ae140fb6ee7f9f66f3feb	[2:4:8]	875
Islamic Jihad	060	Engage in material cooperation	Hamas and Mohammed Dahlan	79b506b6d55ae140fb6ee7f9f66f3feb	[2:4:8]	876
Islamic Jihad	062	Cooperate militarily	Tehran	79b506b6d55ae140fb6ee7f9f66f3feb	[5:20:25]	877
Iraqi Forces	062	Cooperate militarily	Islamic State	0a7d40b983cff83fe4422a3478574d46	[1:0:3]	879
Iraqi Forces	1321	Threaten with restrictions on political freedoms	Islamic State	0a7d40b983cff83fe4422a3478574d46	[1:0:3]	880
Shi'ite militia groups and Sunni tribes	062	Cooperate militarily	Islamic State	0a7d40b983cff83fe4422a3478574d46	[1:0:3]	881
Iran nuclear program	063	Engage in judicial cooperation	Chinese nuclear chiefs	17bb778fe12e9afc05821202ead6b22e	[2:4:8]	884
U.S. Secretary of State John Kerry	064	Share intelligence or information	Iran’s U.N. ambassador Javad Zarif	e56833f8be5ae5e047971e9c075d4493	[1:0:2]	886
United State Security Council	1043	Demand rights	Joint Comprehensive Plan of Action	e56833f8be5ae5e047971e9c075d4493	[2:3:6]	887
Tel Aviv	060	Engage in material cooperation	Apartheid Wall construction	5c5c330b3d94a7515dcfa8f31c3a55b7	[4:14:17]	890
OPEC head	061	Cooperate economically	Russia	358794258585695c5d24933f8eb06618	[1:0:3]	894
Militias	062	Cooperate militarily	Quds Force	a63229d0821e83dc96b5a51ea231d3b9	[1:0:1]	901
Quds Force	062	Cooperate militarily	Militias	a63229d0821e83dc96b5a51ea231d3b9	[2:2:3]	903
Iranian Quds Force General Qassem Suleimani	062	Cooperate militarily	Shi'ite militia	a63229d0821e83dc96b5a51ea231d3b9	[5:7:8]	905
Israeli military forces	062	Cooperate militarily	Hamas	d5313f2808e03d59b9337360e6181816	[2:5:9]	912
Russia's defense ministry	064	Share intelligence or information	Israeli military forces	e5d512111d9652a7e54761b6eb59832d	[1:0:2]	915
Israeli military forces	064	Share intelligence or information	Russian aviation command center at the Hmeimim air base	e5d512111d9652a7e54761b6eb59832d	[1:0:2]	916
Russian aviation command center at the Hmeimim air base	064	Share intelligence or information	Israeli military forces	e5d512111d9652a7e54761b6eb59832d	[1:0:2]	917
Major-General Qasim Sulaimani	062	Cooperate militarily	US-led coalition	f573442768661873eb853d0c71da14f2	[4:11:14]	919
Israel	062	Cooperate militarily	Russia	6bffcd2910116893e54f6d62f12eb182	[0:0:0]	929
Israel	062	Cooperate militarily	Syria	6bffcd2910116893e54f6d62f12eb182	[1:0:3]	930
Israel	064	Share intelligence or information	Lebanon	6bffcd2910116893e54f6d62f12eb182	[2:4:7]	931
Iranian general Ghasem Soleimani	062	Cooperate militarily	Shiite movement Hezbollah	74197dcaa29c0827ee484ecf4677ac8b	[6:19:21]	938
Turkey	060	Engage in material cooperation	Israel	79bf32f61369b7580cee72bec0bce672	[0:0:0]	940
Israel	061	Cooperate economically	Turkey	4c564f1ea639f2562e8946e4f4d792c6	[1:0:2]	943
Israel	060	Engage in material cooperation	Israel Defence Force (IDF)	7fd0dfc270823adb1a7c0b74ae1e799a	[2:2:5]	947
Turkey	061	Cooperate economically	Gaza	c039f55186b2e5f8905bbe2c81840df4	[0:0:0]	948
Israel	061	Cooperate economically	Turkey	c039f55186b2e5f8905bbe2c81840df4	[3:10:14]	949
Turkey	061	Cooperate economically	Gaza	c039f55186b2e5f8905bbe2c81840df4	[4:15:18]	950
National Iranian Oil Company	061	Cooperate economically	OMV	2aef18b484aa50b7192ddbd1d4d4186a	[1:0:2]	958
Israel	060	Engage in material cooperation	Hamas and Mohammed Dahlan	5f7f54f69efc44f052a2a0cd32318b47	[0:0:0]	962
Israel	062	Cooperate militarily	Hamas and Mohammed Dahlan	5f7f54f69efc44f052a2a0cd32318b47	[1:0:1]	964
Sinai	060	Engage in material cooperation	Egyptian military	5f7f54f69efc44f052a2a0cd32318b47	[2:2:4]	965
Iranian general Ghasem Soleimani	062	Cooperate militarily	Operation	278da7967a179193e754b3565119bdd4	[6:11:13]	973
Azerbaijan	061	Cooperate economically	Afghanistan	321e8727df87cf69356a92fead8389c3	[3:11:16]	981
China	064	Share intelligence or information	UAE Government	77355a116465014673bbe9e25bb9fc1d	[2:5:7]	983
OPEC head	1244	Refuse to ease economic sanctions, boycott, or embargo	Russia	92c2e2619515e16b22cde1698d845231	[1:0:2]	985
National Iranian Oil Co (NIOC)	1123	Accuse of aggression	Total (France)	9cb7ce8645dfb4837151c9ec94616f4b	[1:0:2]	993
Glencore	061	Cooperate economically	Singapore	9cb7ce8645dfb4837151c9ec94616f4b	[2:3:6]	998
The United States	064	Share intelligence or information	Israel	17a85594620b59d6f130dcef7edfd0ed	[2:3:9]	1001
Turkey	061	Cooperate economically	Israel	a11e2151940e853cd868244fe3ed1ef0	[1:0:3]	1004
Vladimir Putin	061	Cooperate economically	Israel	74424bbc4da8f9c39e53e4d65b4a47bc	[1:0:3]	1008
Russian ruler	061	Cooperate economically	Israel	74424bbc4da8f9c39e53e4d65b4a47bc	[2:4:6]	1009
Turkey	061	Cooperate economically	Palestinians	6ab78c27d0324b1d777648fa994c0197	[1:0:2]	1010
Turkey	1211	Reject economic cooperation	Gaza	6ab78c27d0324b1d777648fa994c0197	[2:3:4]	1011
Shi’ite militia groups	062	Cooperate militarily	Iraqi Forces	a64dc53eda8b22cfabb80696e96b0b31	[2:4:7]	1013
Islamic Republic of Iran	064	Share intelligence or information	The International Atomic Energy Agency	5d3c12221f472e90906ade954231acac	[2:2:4]	1015
Turkey	061	Cooperate economically	Gaza	211f317e21656832249cfe4710c84e4f	[1:0:3]	1016
Senator Clinton	060	Engage in material cooperation	Secure Fence Act	4a0d1e2a1d4d80ab1f518045725717a1	[1:0:2]	1017
Syria	062	Cooperate militarily	Hezbollah	67becd8f00f9192f4c8bd74a3281521e	[1:0:3]	1019
Syrian government	062	Cooperate militarily	Hezbollah	67becd8f00f9192f4c8bd74a3281521e	[1:0:3]	1021
National Iranian Oil Company	061	Cooperate economically	international companies	21c86d2e0f2daa99f22a3a6d32465046	[2:4:6]	1025
International companies	061	Cooperate economically	Iran's Ministry of Petroleum	67f6dc4cfa0257c511d76230fe95babc	[1:0:3]	1027
Italian Eni	061	Cooperate economically	Iran's Ministry of Petroleum	67f6dc4cfa0257c511d76230fe95babc	[1:0:3]	1031
Pertamina	061	Cooperate economically	Iran's Ministry of Petroleum	67f6dc4cfa0257c511d76230fe95babc	[1:0:3]	1035
Italian Eni	1321	Threaten with restrictions on political freedoms	Tous gas field	67f6dc4cfa0257c511d76230fe95babc	[3:9:11]	1040
Hyundai	061	Cooperate economically	Tous gas field	67f6dc4cfa0257c511d76230fe95babc	[3:9:11]	1041
Parco	061	Cooperate economically	Government of Pakistan	11db43c0e6f2c7cd9cc83a072f4df5c5	[5:6:7]	1052
Government of Pakistan	061	Cooperate economically	UAE Government	11db43c0e6f2c7cd9cc83a072f4df5c5	[5:6:7]	1053
PSO	061	Cooperate economically	Kuwait	11db43c0e6f2c7cd9cc83a072f4df5c5	[7:9:9]	1055
Indus Refinery Ltd	1212	Reject military cooperation	Port Qasim Karachi	11db43c0e6f2c7cd9cc83a072f4df5c5	[7:9:9]	1056
Palestinian Leader Mahmud Abbas	060	Engage in material cooperation	The United States	6da0c942316dc3e4600fd0b767722459	[3:6:7]	1057
Palestinian Leader Mahmud Abbas	060	Engage in material cooperation	Israel	6da0c942316dc3e4600fd0b767722459	[3:6:7]	1058
Pertamina	061	Cooperate economically	National Iranian Oil Company	007708cdb9ba2c8eae414cfeb05bf4ac	[2:6:6]	1073
Israel	060	Engage in material cooperation	UN Security Council	b441225799e7c9e4f875f808bd383f11	[0:0:0]	1074
Iraqi Forces	062	Cooperate militarily	Shi'ite militia	b3048657e1cefe180d30c06585d1b16e	[1:0:1]	1079
Haider al-Abadi	062	Cooperate militarily	Popular Mobilisation Committee	a5bdb00ab6195207e17bbaef3fa4827f	[2:5:6]	1084
Abu Mahdi al-Mohandis	062	Cooperate militarily	Qassem Soleimani	a5bdb00ab6195207e17bbaef3fa4827f	[4:10:15]	1085
Iranian General Hamid Taghavi	062	Cooperate militarily	Saraya al-Khorasani	a5bdb00ab6195207e17bbaef3fa4827f	[10:32:34]	1092
Saraya al-Khorasani	062	Cooperate militarily	Majlis	a5bdb00ab6195207e17bbaef3fa4827f	[13:40:44]	1096
Israeli military forces	062	Cooperate militarily	Syrian positions	fcb326aae38eb6ac14c60485c5917c8a	[1:0:2]	1099
Iraqi government forces and tribal militia fighters	062	Cooperate militarily	U.S.-led coalition	6f7258f171ab78b0255ae7693630f57c	[4:15:20]	1109
U.S	060	Engage in material cooperation	Jordan	c17817678bef651236af511a7035d188	[1:0:1]	1110
Turkmenistan's President Gurbanguly Berdimuhammadov	061	Cooperate economically	Japan	0cf45c8bd8196873b66dbd50c925899b	[2:5:7]	1113
Recep Tayyip Erdogan	060	Engage in material cooperation	Islamic State	c37555b811c919113bfb50ad700c75c4	[3:6:9]	1115
Iraqi government	062	Cooperate militarily	Iran-backed	0a3ae3af0a5c109e1c5f34074057f367	[4:8:10]	1128
Binyamin Netanyahu	060	Engage in material cooperation	Israeli military forces	b504bfd8c943223504625cac32378db0	[1:0:3]	1129
Israeli military forces	062	Cooperate militarily	Hamas and Mohammed Dahlan	b504bfd8c943223504625cac32378db0	[2:4:6]	1130
Russian intelligence	064	Share intelligence or information	Clinton	6553d8bfcf84eac6d1ebcf2614550571	[2:2:5]	1136
Assad regime	062	Cooperate militarily	Russia	6553d8bfcf84eac6d1ebcf2614550571	[3:6:9]	1139
Russia	062	Cooperate militarily	Syrian government	6553d8bfcf84eac6d1ebcf2614550571	[6:15:18]	1141
US-led coalition	062	Cooperate militarily	Kurdish forces	3e22a57705bdf265ee6487cd198cd9ee	[3:10:13]	1142
Iraqi government	060	Engage in material cooperation	Islamic State of Iraq and Syria (ISIS) [Daesh]	3e22a57705bdf265ee6487cd198cd9ee	[4:14:17]	1143
The United States	064	Share intelligence or information	Israel	63b2db38f26aa47146a143db993a751a	[4:11:13]	1159
Israel	060	Engage in material cooperation	Syria	5722ad2f6c44595c7a81eb80e7c263bc	[2:1:1]	1160
Israel	060	Engage in material cooperation	Syria	5722ad2f6c44595c7a81eb80e7c263bc	[3:2:6]	1161
Russia	062	Cooperate militarily	China	adf8f0e6340c68c04a94b7ed8b97df6c	[1:0:1]	1166
Almaz-Antey	062	Cooperate militarily	S-400 defense system	adf8f0e6340c68c04a94b7ed8b97df6c	[1:0:1]	1167
Russia	064	Share intelligence or information	Syria	34279a41c26af93b8268971a0fc6fd98	[1:0:3]	1168
Hamas and Mohammed Dahlan	062	Cooperate militarily	Egyptian security official	885b99a0ce6b8dcb46c98d5eb877c128	[1:0:4]	1176
Hamas security forces	062	Cooperate militarily	Gaza Strip	885b99a0ce6b8dcb46c98d5eb877c128	[1:0:4]	1177
Hamas security forces	062	Cooperate militarily	Gaza Strip	885b99a0ce6b8dcb46c98d5eb877c128	[4:13:14]	1179
Russia	060	Engage in material cooperation	Syrian government	46e0389aa703620e36c8c4cb88fba9ea	[5:13:15]	1180
Khalifa bin Zayed Al Nahyan Foundation	061	Cooperate economically	Palestinian Centre For Human Perseverance	8ae1425521f222e3237e0bde9baaa6b4	[2:4:7]	1188
Swiss embassy	061	Cooperate economically	Care organization	71806fa94034b06905f310ec6986cd58	[3:9:12]	1190
Turkey	061	Cooperate economically	Israel	2e0174a827cfc8c5e399e1260867ab7d	[1:0:4]	1196
The United States	060	Engage in material cooperation	Israel	bbcc65ce6da0e43d93261c303f8c91a1	[4:8:10]	1197
Lukoil CEO Vagit Alekperov	042	Make a visit	Ali Kardor	f14abb21b240ae1961b7cce2f2cf5219	[4:11:13]	1211
Egypt	044	Meet at a third location	Italian prosecutors and police	d62407192b38159969bcbc4e2ae44f29	[1:0:2]	1219
Egyptian investigators	042	Make a visit	Italian officials	1559988319c4a68ca53734f67898ca2b	[1:0:3]	1221
Russian Defense Minister Sergei Shoigu	043	Host a visit	President Hassan Rouhani	17ed839a0f2896a0336edb57b66c19ec	[3:5:11]	1227
Turkey	1122	Accuse of human rights abuses	Israel	00dde2edc4e7091bd9de04d1a94f7779	[1:0:6]	1233
China president	043	Host a visit	President Hassan Rouhani	d54a0c23a52df92b016b45867b73b25b	[1:0:4]	1235
Turkey	046	Engage in negotiation	Israel	600d4983d518027698aa2cbe53d40a5c	[1:0:0]	1237
President Reuven Rivlin	046	Engage in negotiation	Recep Tayyip Erdogan	600d4983d518027698aa2cbe53d40a5c	[1:0:0]	1238
Recep Tayyip Erdogan	042	Make a visit	President Reuven Rivlin	600d4983d518027698aa2cbe53d40a5c	[1:0:0]	1239
President of Turkmenistan Gurbanguly Berdimuhamedov	043	Host a visit	Yitzhak Carmel Kagan	c796df674b4a25531080927b1d9fc871	[1:0:6]	1240
Iran advisor Ali Akbar Velayati	040	Consult or meet	undisclosed Russian officials	876e7c1ae28dd52cb5e15493873f8eaf	[1:0:2]	1243
Russia	046	Engage in negotiation	non-OPEC producers	7fe9de5d375da4cdce60aa3c0ebe2850	[1:0:3]	1245
President Hassan Rouhani	043	Host a visit	Shahin Mustafayev	38e680736d9d47f8e7884b0e29a70023	[2:4:7]	1262
Shahin Mustafayev	1834	Carry out location bombing	President Hassan Rouhani	38e680736d9d47f8e7884b0e29a70023	[2:4:7]	1263
President Xi Jinping	042	Make a visit	Iranian leaders	41bfc3d661a013f5945225e226e76068	[1:0:1]	1264
President Xi Jinping	042	Make a visit	Saudi leaders	41bfc3d661a013f5945225e226e76068	[2:2:4]	1265
Premiere Menachem Begin	046	Engage in negotiation	Anwar Sadat	5b5bc35eb6b9a755ebf29d9e7e199c43	[1:0:2]	1273
Saudi Arabian OPEC officials	1385	Threaten to use unconventional mass violence	Iranian OPEC officials	9474f54e61cce9aa308bbefb6f27f0a2	[1:0:0]	1280
Retired Army General Lloyd Austin	040	Consult or meet	Senior officers	ac06a4f738e133aaa1aad5ff38f70d95	[1:0:3]	1281
Abdel Fattah Al-Sisi	042	Make a visit	Germany	887c85dda8845d32f102da0d5378ab53	[1:0:3]	1283
Aivaras Abromavicius	042	Make a visit	Industrial leaders	3a9b25ace9844d6568acfd6dc607c387	[1:0:3]	1291
China president	042	Make a visit	President Hassan Rouhani	2345002fd437176b13a466ca58cf1d91	[1:0:5]	1292
President Hassan Rouhani	043	Host a visit	China president	2345002fd437176b13a466ca58cf1d91	[1:0:5]	1293
China president	042	Make a visit	Iranian Parliament Speaker Ali Larijani	2345002fd437176b13a466ca58cf1d91	[1:0:5]	1294
Iranian Parliament Speaker Ali Larijani	1384	Threaten to use conventional attack	China president	2345002fd437176b13a466ca58cf1d91	[1:0:5]	1295
China president	042	Make a visit	Supreme Leader Ayatollah Ali Khamenei	2345002fd437176b13a466ca58cf1d91	[1:0:5]	1296
Supreme Leader Ayatollah Ali Khamenei	043	Host a visit	China president	2345002fd437176b13a466ca58cf1d91	[1:0:5]	1297
Benjamin Netanyahu	044	Meet at a third location	President Vladimir Putin	f73a457687aa3483cff349a8458ac365	[1:0:4]	1298
Russian Defense Minister Sergei Shoigu	043	Host a visit	Supreme Leader Ayatollah Ali Khamenei	85d781990b7cbd50b8824af82191ac97	[2:2:3]	1300
Iran Defense Ministry	042	Make a visit	Moscow	f286d1733a95ecc58da8401f925a0b65	[2:2:3]	1305
Kyrgyzstan President	043	Host a visit	Tehran	db7a1b023f0c9fc20347931859c0c506	[0:0:0]	1306
Kyrgyz President Almazbek Atambayev	043	Host a visit	President Hassan Rouhani	db7a1b023f0c9fc20347931859c0c506	[1:0:4]	1307
President Rouhani	1414	Demonstrate for change in institutions, regime	Kyrgyz counterpart	db7a1b023f0c9fc20347931859c0c506	[2:5:8]	1308
Robert Serry	040	Consult or meet	Israeli official	5d352fc9a31c96127331901a920d44a9	[6:7:8]	1310
Iranian Parliament Speaker Ali Larijani	1384	Threaten to use conventional attack	Gubaz Sanikidze	6b7735c2af3638b5e4a6a659b327dd10	[1:0:3]	1311
Gubaz Sanikidze	0231	Appeal for economic aid	Iranian Parliament Speaker Ali Larijani	6b7735c2af3638b5e4a6a659b327dd10	[1:0:3]	1312
Alaeddin Boroujerdi	046	Engage in negotiation	the Georgian parliamentarian	6b7735c2af3638b5e4a6a659b327dd10	[3:7:10]	1313
UN Security Council	045	Engage in mediation	The United States	656fd2db40a0ec5e63706da938365060	[1:0:1]	1317
Binyamin Netanyahu	046	Engage in negotiation	Vladimir Putin	9ef462d28838080f62d46441e2edc140	[1:0:0]	1320
Israel	046	Engage in negotiation	Russia	9ef462d28838080f62d46441e2edc140	[2:1:5]	1322
French Foreign Minister Laurent Fabius	1011	Demand economic cooperation	Binyamin Netanyahu	0432a88906b89725bbc565c70e3bc681	[3:5:6]	1325
Isaac Herzog	1122	Accuse of human rights abuses	President Francois Hollande	0432a88906b89725bbc565c70e3bc681	[5:9:10]	1326
John Kerry	040	Consult or meet	Mohammed Javad Zarif	1c21d86fa4df7de7b7c4961984ec0c70	[3:7:9]	1329
Israel	042	Make a visit	Russia	50e98bd0ec3d5376c5f55bf55a217cad	[0:0:0]	1334
Binyamin Netanyahu	042	Make a visit	President Vladimir Putin	50e98bd0ec3d5376c5f55bf55a217cad	[1:0:1]	1335
Egyptian ambassador	040	Consult or meet	Italy	d8e016f546e57879fc595818686f1583	[5:11:13]	1336
Government of Israel	040	Consult or meet	P5+1	e24b90444eb04fd10d7663683ed8a8fa	[2:4:5]	1339
Benjamin Netanyahu	042	Make a visit	President Vladimir Putin	5338ae3c10103b88b8a8b5cbec553dd3	[0:0:0]	1340
Benjamin Netanyahu	042	Make a visit	President Vladimir Putin	5338ae3c10103b88b8a8b5cbec553dd3	[1:0:3]	1341
China president	042	Make a visit	President Hassan Rouhani	23f8ae48ea05bccb2ce3928600c36a5d	[2:5:7]	1347
OPEC head	1384	Threaten to use conventional attack	Qatari officials	37dcc805c10eddeca663a7db16d89ddb	[0:0:0]	1351
OPEC head	044	Meet at a third location	Algerian officials	37dcc805c10eddeca663a7db16d89ddb	[0:0:0]	1352
OPEC Secretary General	1121	Accuse of crime, corruption	Al-Sada	37dcc805c10eddeca663a7db16d89ddb	[3:10:13]	1356
Egyptian investigators	043	Host a visit	Italian magistrates	592b18cf9ce80379792bd926546082e3	[3:8:12]	1360
OPEC head	040	Consult or meet	Qatar	f4d7e15ec92afc3aca292c27b82c841f	[0:0:0]	1361
OPEC Secretary General	043	Host a visit	Qatar	f4d7e15ec92afc3aca292c27b82c841f	[1:0:5]	1364
OPEC Secretary General	042	Make a visit	Bijan Zangeneh	f4d7e15ec92afc3aca292c27b82c841f	[1:0:5]	1365
OPEC members	044	Meet at a third location	International Energy Forum	f4d7e15ec92afc3aca292c27b82c841f	[2:6:10]	1367
Israel	040	Consult or meet	Russia	d63948502ffe285b17e70a7ca5c5b489	[3:7:10]	1368
Binyamin Netanyahu	040	Consult or meet	Italian Foreign Minister Paolo Gentiloni	e9db278bef9edd7e69823d61f3f17a4a	[1:0:2]	1371
President Hassan Rouhani	042	Make a visit	Azerbaijani delegation	cb041fe57ac6c809e23d8a87893c1c71	[1:0:4]	1373
Shahin Mustafayev	043	Host a visit	President Hassan Rouhani	cb041fe57ac6c809e23d8a87893c1c71	[1:0:4]	1374
Azerbaijani delegation	1055	Demand to allow non-mediatory international involvement	senior officials of Iran	cb041fe57ac6c809e23d8a87893c1c71	[2:5:8]	1375
Senior officials of Iran	0311	Express intent to cooperate economically	Azerbaijani delegation	cb041fe57ac6c809e23d8a87893c1c71	[2:5:8]	1376
Patrick Maisonnaive	1312	Threaten to boycott, embargo, or sanction	Alon Ushpiz	7e1469cec7c19f1f73582fa364ac2457	[1:0:3]	1377
